,City,Country,Lat,Lng,Date,Max Temp,Min Temp,Wind Speed,Humidity,Cloudiness
266,Clyde River,CA,70.47,-68.59,2019-06-05 23:08:40,33.8,33.8,5.82,100,90
267,El Zulia,CO,7.93,-72.6,2019-06-05 23:08:41,89.6,89.6,17.22,38,40
268,Kaseda,JP,31.42,130.32,2019-06-05 23:08:42,71.6,68.0,1.12,100,75
269,Belaya Gora,RU,68.54,146.19,2019-06-05 23:08:42,51.91,51.91,6.96,28,0
270,Druten,NL,51.89,5.6,2019-06-05 23:08:43,64.99,51.8,14.99,93,75
271,Klaipeda,LT,55.72,21.12,2019-06-05 23:08:44,68.0,68.0,5.82,68,0
272,Bage,NG,10.95,11.38,2019-06-05 23:08:44,87.55,87.55,15.59,51,99
273,Coihaique,CL,-45.58,-72.07,2019-06-05 23:08:45,44.6,41.0,4.7,87,75
274,Port Keats,AU,-14.25,129.55,2019-06-05 23:08:46,68.11,68.11,21.12,33,0
275,Nuevo Progreso,US,26.05,-97.95,2019-06-05 23:08:46,96.8,77.0,13.87,55,1
276,Nouadhibou,MR,20.93,-17.03,2019-06-05 23:08:47,69.8,69.8,19.46,73,0
277,Bud,NO,62.91,6.91,2019-06-05 23:08:47,53.01,48.2,2.24,93,100
278,Leshukonskoye,RU,64.9,45.76,2019-06-05 23:08:48,43.27,43.27,9.17,83,67
279,Vila Franca do Campo,PT,37.72,-25.43,2019-06-05 23:08:49,62.6,62.6,9.17,82,40
280,Vila Velha,BR,-3.71,-38.6,2019-06-05 23:08:49,82.4,81.0,8.05,74,20
281,Sakaiminato,JP,35.55,133.23,2019-06-05 23:08:50,68.0,66.2,4.7,68,20
282,Tarauaca,BR,-8.16,-70.77,2019-06-05 23:08:51,75.13,75.13,1.66,74,25
283,Khani,GE,41.96,42.96,2019-06-05 23:08:51,71.6,71.6,4.7,94,90
284,Valentin Gomez Farias,MX,24.05,-104.7,2019-06-05 23:08:52,86.0,84.2,8.05,14,75
285,Saint Anthony,US,43.97,-111.68,2019-06-05 23:08:53,78.8,73.4,10.29,27,1
286,Dwarka,IN,28.58,77.04,2019-06-05 23:08:53,91.4,91.4,5.57,38,20
287,Kavieng,PG,-2.57,150.8,2019-06-05 23:08:54,85.39,85.39,8.61,72,78
288,Port Hardy,CA,50.7,-127.42,2019-06-05 23:08:31,57.2,57.2,12.75,76,75
289,Kampot,KH,10.62,104.18,2019-06-05 23:08:55,78.8,77.0,8.05,88,90
290,Talnakh,RU,69.49,88.39,2019-06-05 23:08:56,37.4,37.4,15.66,86,0
291,Kenora,CA,49.76,-94.48,2019-06-05 23:08:57,71.6,71.01,8.05,49,75
292,Yatou,CM,3.63,9.81,2019-06-05 23:08:57,73.4,73.4,2.24,100,75
293,Shibetsu,JP,44.15,142.46,2019-06-05 23:08:58,53.6,53.6,2.24,93,75
294,Port Moresby,PG,-9.47,147.16,2019-06-05 23:08:59,80.6,80.6,13.87,83,40
295,Phuket,TH,7.89,98.4,2019-06-05 23:04:20,77.0,77.0,11.23,88,20
296,Puerto Lempira,HN,15.27,-83.77,2019-06-05 23:09:00,86.0,86.0,9.17,70,20
297,San Carlos de Bariloche,AR,-41.13,-71.31,2019-06-05 23:09:01,44.6,44.6,2.24,81,75
298,Ponta Delgada,PT,37.73,-25.67,2019-06-05 23:09:01,62.6,62.6,9.17,82,40
299,Tongren,CN,27.72,109.18,2019-06-05 23:09:02,74.59,74.59,1.95,77,0
300,Rome,IT,41.89,12.48,2019-06-05 23:05:30,66.0,60.01,2.24,88,0
301,Chicama,PE,-7.84,-79.15,2019-06-05 23:09:03,68.0,68.0,9.17,82,20
302,Goderich,CA,43.74,-81.71,2019-06-05 23:05:55,63.0,61.0,5.99,91,100
303,Arlit,NE,18.74,7.39,2019-06-05 23:09:04,99.97,99.97,5.23,18,100
304,Pomabamba,PE,-8.82,-77.46,2019-06-05 23:09:05,34.63,34.63,4.14,85,57
305,Dasoguz,TM,41.84,59.97,2019-06-05 23:09:06,73.4,71.6,9.17,24,0
306,Mwinilunga,ZM,-11.73,24.43,2019-06-05 23:09:06,51.55,51.55,3.85,76,0
307,Skuodas,LV,56.27,21.52,2019-06-05 23:09:07,68.0,62.6,4.7,88,20
308,Steamboat Springs,US,40.48,-106.83,2019-06-05 23:09:07,78.8,51.01,5.82,45,1
309,Bethel,US,60.79,-161.76,2019-06-05 23:09:08,55.4,53.6,11.41,62,1
310,Gat,SN,14.69,-16.54,2019-06-05 23:09:09,73.4,73.4,8.05,78,20
311,Mega,ET,4.06,38.32,2019-06-05 23:09:10,70.27,70.27,11.48,67,1
312,Ancud,CL,-41.87,-73.83,2019-06-05 23:09:11,48.2,48.2,18.34,100,90
313,Pastos Bons,BR,-6.6,-44.09,2019-06-05 23:09:11,73.15,73.15,3.0,62,0
314,Hualmay,PE,-11.1,-77.61,2019-06-05 23:05:36,62.71,62.71,15.5,88,30
315,Uddevalla,SE,58.35,11.94,2019-06-05 23:09:12,62.6,59.0,5.53,93,95
316,The Valley,AI,18.22,-63.06,2019-06-05 23:04:23,82.4,80.6,9.17,74,20
317,Puerto Escondido,MX,15.86,-97.07,2019-06-05 23:09:14,87.8,87.8,10.29,62,40
318,Fomboni,KM,-12.28,43.74,2019-06-05 23:09:14,81.43,81.43,11.81,68,13
319,Bubaque,GW,11.28,-15.83,2019-06-05 23:09:15,79.45,79.45,13.38,85,0
320,Lakes Entrance,AU,-37.88,147.99,2019-06-05 23:09:16,52.0,44.01,7.81,91,99
321,Bria,CF,6.54,21.99,2019-06-05 23:09:16,70.63,70.63,5.21,89,71
322,Norman Wells,CA,65.28,-126.83,2019-06-05 23:09:17,46.4,46.4,9.17,70,75
323,Lokoja,NG,7.8,6.74,2019-06-05 23:09:17,76.03,76.03,7.25,90,100
324,Panino,RU,51.65,40.13,2019-06-05 23:09:18,55.4,55.4,5.39,71,0
325,Turbat,PK,26.0,63.05,2019-06-05 23:09:19,94.21,94.21,4.21,15,56
326,Golden,CA,51.3,-116.96,2019-06-05 23:09:19,66.2,66.2,8.05,32,75
327,Soyo,AO,-6.13,12.37,2019-06-05 23:09:20,75.13,75.13,7.2,87,16
328,Eyl,SO,7.98,49.82,2019-06-05 23:09:21,80.71,80.71,21.12,65,100
329,Shamsabad,IN,27.02,78.12,2019-06-05 23:09:21,86.0,86.0,2.24,58,40
330,Rio de Jesus,PA,7.98,-81.16,2019-06-05 23:09:22,77.29,77.29,4.34,92,100
331,Ahipara,NZ,-35.17,173.16,2019-06-05 23:09:23,60.01,60.01,24.07,100,64
332,Alofi,NU,-19.06,-169.92,2019-06-05 23:09:23,80.6,80.6,9.17,88,75
333,Vestmannaeyjar,IS,63.44,-20.27,2019-06-05 23:09:24,48.13,48.13,21.99,58,23
334,Ialibu,PG,-6.28,143.99,2019-06-05 23:09:24,76.21,76.21,2.82,70,39
335,Knarvik,NO,60.55,5.29,2019-06-05 23:09:25,53.01,50.0,13.87,100,20
336,Los Llanos de Aridane,ES,28.66,-17.92,2019-06-05 23:09:26,69.8,61.0,13.87,68,75
337,Sao Joao da Barra,BR,-21.64,-41.05,2019-06-05 23:09:26,66.2,66.2,3.4,93,40
338,Port Antonio,JM,18.18,-76.45,2019-06-05 23:09:27,86.0,86.0,23.04,70,20
339,Lewiston,US,46.42,-117.02,2019-06-05 23:08:14,82.0,70.0,8.05,38,90
340,Ambovombe,MG,-25.18,46.09,2019-06-05 23:05:58,73.51,73.51,12.03,75,0
341,Novooleksiyivka,UA,48.49,32.24,2019-06-05 23:09:29,64.15,64.15,8.16,92,50
342,Zambezi,ZM,-13.55,23.12,2019-06-05 23:09:30,54.61,54.61,5.19,57,6
343,Biltine,TD,14.53,20.93,2019-06-05 23:09:30,91.15,91.15,11.99,37,100
344,Muswellbrook,AU,-32.27,150.89,2019-06-05 23:09:31,51.01,51.01,7.0,79,0
345,Ereymentau,KZ,51.62,73.1,2019-06-05 23:09:32,47.59,47.59,5.86,71,42
346,Sorland,NO,67.67,12.69,2019-06-05 23:09:32,49.57,49.57,12.82,87,98
347,Huilong,CN,28.89,110.18,2019-06-05 23:09:33,74.41,74.41,0.6,88,15
348,Rawson,AR,-43.3,-65.11,2019-06-05 23:09:34,54.79,54.79,10.67,37,12
349,Fayaoue,NC,-20.65,166.53,2019-06-05 23:09:35,74.59,74.59,18.03,80,100
350,Miles City,US,46.41,-105.84,2019-06-05 23:09:35,80.6,80.01,10.29,21,1
351,Tuktoyaktuk,CA,69.44,-133.03,2019-06-05 23:09:36,57.2,57.2,5.82,50,40
352,Lovozero,RU,68.01,35.02,2019-06-05 23:09:37,46.15,46.15,5.19,74,10
353,Palafrugell,ES,41.92,3.16,2019-06-05 23:09:37,63.0,55.0,2.24,76,20
354,Vardo,US,39.62,-77.74,2019-06-05 23:09:38,75.99,71.01,6.93,69,1
355,Yertsevo,RU,60.8,40.09,2019-06-05 23:09:38,55.33,55.33,3.04,96,100
356,Lae,PG,-6.72,146.98,2019-06-05 23:09:39,75.2,75.2,3.36,94,40
357,Broome,GB,52.47,1.45,2019-06-05 23:09:40,54.0,51.01,6.93,93,90
358,Dalvik,SE,57.79,14.13,2019-06-05 23:09:40,69.8,59.0,6.93,64,0
359,Priyutnoye,RU,46.1,43.51,2019-06-05 23:09:41,68.0,68.0,4.0,59,90
360,Khingansk,RU,49.12,131.18,2019-06-05 23:09:42,64.87,64.87,3.13,72,99
361,Bintulu,MY,3.17,113.03,2019-06-05 23:09:42,77.0,77.0,3.36,100,75
362,Key Largo,US,25.09,-80.45,2019-06-05 23:06:24,84.99,82.99,3.0,76,40
363,Muravlenko,RU,63.79,74.5,2019-06-05 23:09:43,59.29,59.29,10.22,49,97
364,Henties Bay,NA,-22.12,14.28,2019-06-05 23:09:44,54.0,54.0,5.01,97,0
365,Vanavara,RU,60.35,102.28,2019-06-05 23:09:45,58.21,58.21,3.0,72,98
366,Muros,ES,42.77,-9.06,2019-06-05 23:09:45,57.0,46.99,4.7,87,75
367,Buala,SB,-8.15,159.59,2019-06-05 23:09:46,84.13,84.13,11.52,78,99
368,Westport,IE,53.8,-9.52,2019-06-05 23:09:18,51.01,45.0,15.14,89,100
369,Pangoa,PE,-12.12,-73.0,2019-06-05 23:09:47,70.27,70.27,1.79,67,0
370,Artyom,RU,43.36,132.19,2019-06-05 23:09:48,55.4,55.4,8.95,100,90
371,Nizhnevartovsk,RU,60.93,76.58,2019-06-05 23:09:48,59.0,59.0,6.71,58,0
372,Bahia Blanca,AR,-38.72,-62.27,2019-06-05 23:07:50,56.95,56.95,5.55,49,100
373,Mae Hong Son,MM,19.3,97.96,2019-06-05 23:09:50,73.69,73.69,1.25,85,51
374,Karasburg,NA,-28.01,18.75,2019-06-05 23:09:50,52.09,52.09,5.44,55,32
375,Mount Isa,AU,-20.73,139.49,2019-06-05 23:09:51,53.6,53.6,11.41,40,83
376,Half Moon Bay,US,37.46,-122.43,2019-06-05 23:09:36,84.0,59.0,13.87,82,1
377,Tazovskiy,RU,67.47,78.7,2019-06-05 23:09:52,42.73,42.73,7.11,80,77
378,Tecoanapa,MX,16.99,-99.26,2019-06-05 23:09:53,87.8,87.8,2.24,70,75
379,Fairbanks,US,64.84,-147.72,2019-06-05 23:08:53,71.01,66.0,2.37,34,75
380,Korhogo,CI,9.46,-5.63,2019-06-05 23:09:54,75.49,75.49,7.49,86,95
381,Hovd,NO,63.83,10.7,2019-06-05 23:09:55,59.0,59.0,10.29,72,0
382,Axim,GH,4.87,-2.24,2019-06-05 23:09:55,79.09,79.09,9.55,84,88
383,Lianran,CN,24.92,102.47,2019-06-05 23:09:56,75.0,64.4,11.18,77,40
384,Richards Bay,ZA,-28.77,32.06,2019-06-05 23:09:57,73.15,73.15,15.3,68,61
385,Eyrarbakki,IS,63.86,-21.15,2019-06-05 23:09:57,48.2,43.0,6.93,45,20
386,Minab,IR,27.15,57.07,2019-06-05 23:09:58,86.0,82.4,1.12,28,0
387,Tallahassee,US,30.44,-84.28,2019-06-05 23:07:42,93.2,82.4,5.82,46,1
388,Ak-Dovurak,RU,51.17,90.6,2019-06-05 23:09:59,49.39,49.39,2.08,56,86
389,Caravelas,BR,-17.73,-39.27,2019-06-05 23:10:00,74.05,74.05,10.74,73,38
390,Leh,IN,34.16,77.58,2019-06-05 23:10:01,29.23,29.23,2.91,53,84
391,Port Blair,IN,11.67,92.75,2019-06-05 23:10:01,84.67,84.67,11.59,79,100
392,Portales,US,34.19,-103.33,2019-06-05 23:10:02,57.2,57.2,19.46,82,90
393,Meulaboh,ID,4.14,96.13,2019-06-05 23:10:02,79.63,79.63,6.67,81,100
394,Uchiza,PE,-8.46,-76.46,2019-06-05 23:10:03,70.63,70.63,4.0,56,0
395,Tara,JP,33.0,130.15,2019-06-05 23:10:04,81.0,73.0,5.82,88,75
396,Ararangua,BR,-28.93,-49.49,2019-06-05 23:09:47,61.81,61.81,6.26,85,0
397,Nyuksenitsa,RU,60.41,44.24,2019-06-05 23:10:05,55.87,55.87,4.99,96,99
398,Lukoyanov,RU,55.03,44.48,2019-06-05 23:10:06,54.61,54.61,4.99,82,0
399,Guatire,VE,10.47,-66.54,2019-06-05 23:10:07,68.0,68.0,4.43,89,100
400,Ust-Nera,RU,64.57,143.24,2019-06-05 23:10:07,49.03,49.03,5.59,52,73
401,Viedma,AR,-40.81,-62.99,2019-06-05 23:10:08,57.49,57.49,12.21,36,72
402,Tromso,NO,69.65,18.96,2019-06-05 23:10:08,51.8,48.0,13.87,76,0
403,Maniitsoq,GL,65.42,-52.9,2019-06-05 23:10:09,51.19,51.19,4.16,43,95
404,Latung,ID,-8.45,120.42,2019-06-05 23:10:10,77.65,77.65,4.54,69,62
405,Alaca,TR,40.17,34.84,2019-06-05 23:10:10,62.17,62.17,5.59,88,0
406,Sisimiut,GL,66.94,-53.67,2019-06-05 23:08:41,45.97,45.97,7.61,54,46
407,Lo Arado,MX,19.62,-104.58,2019-06-05 23:10:12,84.2,84.2,13.87,66,40
408,Havre-Saint-Pierre,CA,50.23,-63.6,2019-06-05 23:10:12,48.2,48.2,12.75,76,20
409,Kholtoson,RU,50.3,103.31,2019-06-05 23:10:13,41.29,41.29,2.71,91,79
410,Mayo,CA,63.59,-135.9,2019-06-05 23:10:14,64.4,64.4,3.36,23,75
411,Zhoucheng,CN,31.35,119.33,2019-06-05 23:10:15,69.8,69.8,15.66,100,90
412,Birjand,IR,32.86,59.22,2019-06-05 23:10:15,66.2,66.2,4.7,34,0
413,Swan Hill,AU,-35.34,143.56,2019-06-05 23:10:16,51.91,51.91,8.7,79,26
414,Guangshui,CN,31.62,113.82,2019-06-05 23:10:16,74.23,74.23,12.53,76,8
415,Kingsport,US,36.55,-82.56,2019-06-05 23:07:08,81.0,70.0,5.82,78,90
416,Katangli,RU,51.71,143.23,2019-06-05 23:10:18,48.31,48.31,6.51,73,53
417,Nyaunglebin,MM,17.95,96.73,2019-06-05 23:10:18,79.09,79.09,3.02,89,100
418,Imeni Poliny Osipenko,RU,52.42,136.49,2019-06-05 23:10:19,64.51,64.51,4.18,58,3
419,Luderitz,NA,-26.65,15.16,2019-06-05 23:10:20,53.6,53.6,12.75,87,27
420,Dagana,MR,16.52,-15.51,2019-06-05 23:10:20,74.95,74.95,11.7,62,0
421,Acapulco,MX,16.86,-99.88,2019-06-05 23:10:21,87.8,87.8,2.24,70,75
422,Evensk,RU,61.92,159.24,2019-06-05 23:10:21,57.31,57.31,6.67,50,21
423,Karla,EE,59.37,24.93,2019-06-05 23:10:22,60.8,55.0,5.32,82,0
424,Sosua,DO,19.77,-70.52,2019-06-05 23:08:04,86.0,80.01,14.99,74,40
425,Kurumkan,RU,54.33,110.32,2019-06-05 23:10:23,41.65,41.65,0.78,81,99
426,Evanston,US,42.04,-87.69,2019-06-05 23:06:06,84.99,70.0,14.99,64,20
427,Esqueda,MX,30.72,-109.59,2019-06-05 23:10:24,80.53,80.53,11.27,16,33
428,Banjar,ID,-7.37,108.54,2019-06-05 23:10:25,72.79,72.79,1.88,93,85
429,Nampa,US,43.57,-116.56,2019-06-05 23:10:26,89.01,81.0,2.01,19,1
430,Sinnamary,GF,5.38,-52.96,2019-06-05 23:10:26,81.79,81.79,11.18,81,0
431,Madhupur,IN,24.26,86.65,2019-06-05 23:10:27,84.49,84.49,6.53,71,98
432,Aparecida do Taboado,BR,-20.08,-51.1,2019-06-05 23:10:28,60.55,60.55,5.53,75,0
433,Brusque,BR,-27.1,-48.91,2019-06-05 23:10:28,68.0,61.0,2.24,77,40
434,Ust-Maya,RU,60.42,134.54,2019-06-05 23:10:29,73.33,73.33,5.17,42,89
435,Ola,RU,59.58,151.3,2019-06-05 23:10:30,48.13,48.13,16.06,70,74
436,Shingu,JP,33.72,135.99,2019-06-05 23:10:30,73.4,73.4,5.82,78,0
437,Saint-Joseph,FR,43.56,6.97,2019-06-05 23:10:31,66.99,57.0,3.36,77,0
438,Ocala,US,29.19,-82.14,2019-06-05 23:07:24,88.0,79.0,8.12,66,1
439,Katsuura,JP,33.93,134.5,2019-06-05 23:10:32,77.0,69.8,2.24,88,20
440,Saldanha,PT,41.42,-6.55,2019-06-05 23:10:33,45.97,45.97,3.15,73,17
441,Marquette,US,46.54,-87.4,2019-06-05 23:10:34,61.0,48.2,12.75,72,20
442,Chihuahua,MX,28.66,-106.08,2019-06-05 23:10:34,89.6,89.6,3.36,22,75
443,Lagunas,PE,-5.23,-75.68,2019-06-05 23:10:35,77.29,77.29,0.89,71,10
444,Noumea,NC,-22.28,166.46,2019-06-05 23:10:36,73.4,73.4,2.24,69,0
445,Rio Gallegos,AR,-51.62,-69.22,2019-06-05 23:10:36,37.4,37.4,1.12,86,0
446,Manggar,ID,-2.88,108.27,2019-06-05 23:10:37,81.61,81.61,5.66,83,65
447,Inhambane,MZ,-23.87,35.38,2019-06-05 23:10:37,61.81,61.81,6.62,88,0
448,Vaitape,PF,-16.52,-151.75,2019-06-05 23:08:11,81.97,81.97,19.26,79,4
449,Klaksvik,FO,62.23,-6.59,2019-06-05 23:10:39,42.8,42.8,6.93,93,96
450,Gloucester,GB,51.87,-2.25,2019-06-05 23:10:39,55.0,46.0,4.7,71,0
451,Zaysan,KZ,47.47,84.87,2019-06-05 23:10:40,60.91,60.91,9.75,65,67
452,Awjilah,LY,29.14,21.3,2019-06-05 23:10:40,78.01,78.01,8.7,36,0
453,Joliette,CA,46.02,-73.44,2019-06-05 23:10:41,66.2,59.0,2.24,72,90
454,Harlingen,US,26.19,-97.7,2019-06-05 23:05:51,96.8,77.0,6.93,50,1
455,Akureyri,IS,65.68,-18.09,2019-06-05 23:10:42,39.2,39.2,13.87,89,75
456,Qaqortoq,GL,60.72,-46.03,2019-06-05 23:10:43,46.4,46.4,10.29,55,100
457,Berdigestyakh,RU,62.1,126.7,2019-06-05 23:10:44,66.67,66.67,7.07,51,59
458,Central Point,US,42.38,-122.91,2019-06-05 23:10:44,86.0,81.0,9.17,27,1
459,Mareeba,AU,-16.99,145.42,2019-06-05 23:10:45,68.0,54.0,18.34,42,99
460,Sal Rei,CV,16.18,-22.92,2019-06-05 23:10:45,75.2,75.2,11.41,78,40
461,Namie,JP,37.52,140.86,2019-06-05 23:10:46,84.99,68.0,10.29,77,75
462,Mount Pleasant,US,33.16,-94.97,2019-06-05 23:10:48,79.0,72.0,5.99,78,90
463,Batemans Bay,AU,-35.71,150.18,2019-06-05 23:10:48,53.01,44.01,1.01,73,1
464,Boa Vista,BR,2.82,-60.67,2019-06-05 23:08:19,82.4,82.4,1.12,78,75
465,Namibe,AO,-15.19,12.15,2019-06-05 23:10:51,71.71,71.71,5.19,66,0
466,La Chaux-de-Fonds,CH,47.1,6.83,2019-06-05 23:10:51,62.6,52.0,21.92,67,75
467,Vryheid,ZA,-27.77,30.79,2019-06-05 23:10:52,50.83,50.83,2.08,40,0
468,Progreso,UY,-34.68,-56.22,2019-06-05 23:10:53,62.01,59.0,9.17,67,0
469,Toba Tek Singh,PK,30.98,72.49,2019-06-05 23:10:53,91.69,91.69,8.32,19,0
470,Juneau,US,58.3,-134.42,2019-06-05 23:10:54,59.0,55.4,6.93,62,90
471,Plainview,US,34.18,-101.71,2019-06-05 23:06:20,82.4,78.8,4.7,47,1
472,Launceston,AU,-41.43,147.14,2019-06-05 23:10:55,50.0,50.0,9.17,76,90
473,Porosozero,RU,62.72,32.71,2019-06-05 23:10:56,53.53,53.53,3.49,71,70
474,Severobaykalsk,RU,55.65,109.32,2019-06-05 23:10:57,41.29,41.29,1.21,89,31
475,Izhma,RU,65.01,53.91,2019-06-05 23:10:57,49.57,49.57,8.97,96,100
476,Cap-aux-Meules,CA,47.38,-61.86,2019-06-05 23:10:58,53.6,53.6,11.41,76,20
477,Eslamshahr,IR,35.55,51.23,2019-06-05 23:10:59,78.8,75.2,4.88,27,0
478,Mariestad,SE,58.71,13.82,2019-06-05 23:10:59,63.0,59.0,1.12,100,81
479,Kifri,IQ,34.69,44.96,2019-06-05 23:11:00,91.87,91.87,11.34,18,20
480,Jinotega,NI,13.09,-86.0,2019-06-05 23:11:01,81.0,80.6,2.57,61,40
481,Chara,GR,39.42,22.43,2019-06-05 23:11:01,64.4,60.8,4.07,100,40
482,Hammerfest,NO,70.66,23.68,2019-06-05 23:11:02,44.6,44.6,8.05,81,0
483,Jiuquan,CN,39.73,98.49,2019-06-05 23:11:02,72.07,72.07,10.36,22,100
484,Chongwe,ZM,-15.33,28.68,2019-06-05 23:11:03,52.99,52.99,1.48,70,0
485,Bukachacha,RU,52.99,116.91,2019-06-05 23:11:04,56.95,56.95,6.2,49,2
486,Wasilla,US,61.58,-149.44,2019-06-05 23:07:43,66.99,60.01,6.93,59,1
487,Fortuna,ES,38.18,-1.13,2019-06-05 23:11:05,73.0,64.0,2.24,40,0
488,Colares,PT,38.8,-9.45,2019-06-05 23:11:06,60.8,54.0,5.82,72,20
489,Mantua,IT,45.16,10.79,2019-06-05 23:11:07,71.6,66.99,5.82,83,1
490,Yichang,CN,30.77,111.32,2019-06-05 23:11:07,68.29,68.29,2.19,81,37
491,Anadyr,RU,64.73,177.51,2019-06-05 23:11:08,53.6,53.6,6.71,66,0
492,Lerwick,GB,60.15,-1.15,2019-06-05 23:11:08,48.2,48.2,3.36,93,48
493,La Cruz,MX,23.92,-106.89,2019-06-05 23:11:09,80.01,80.01,5.99,75,6
494,Kysyl-Syr,RU,63.9,122.77,2019-06-05 23:11:10,67.21,67.21,4.85,43,9
495,Baykit,RU,61.68,96.39,2019-06-05 23:11:11,62.17,62.17,2.37,44,9
496,Sao Mateus do Sul,BR,-25.87,-50.38,2019-06-05 23:11:11,49.57,49.57,2.75,98,63
497,Vangaindrano,MG,-23.35,47.6,2019-06-05 23:11:12,66.13,66.13,2.26,94,82
498,Huty,UA,50.13,35.35,2019-06-05 23:11:12,58.93,58.93,8.37,85,0
499,Wageningen,NL,51.98,5.66,2019-06-05 23:11:13,64.99,51.8,14.99,93,75
500,Aurora,US,41.76,-88.32,2019-06-05 23:11:14,84.99,75.0,8.05,51,20
501,Kstovo,RU,56.15,44.2,2019-06-05 23:11:14,62.6,62.01,6.71,59,0
502,Kamaishi,JP,39.28,141.86,2019-06-05 23:11:15,64.4,64.4,2.24,93,40
503,Leningradskiy,RU,69.38,178.42,2019-06-05 23:11:16,34.45,34.45,4.68,88,40
504,Idanre,NG,7.11,5.11,2019-06-05 23:11:16,73.87,73.87,2.46,99,100
505,Varhaug,NO,58.61,5.65,2019-06-05 23:11:17,55.99,55.0,3.36,87,0
506,Yaring,TH,6.87,101.37,2019-06-05 23:11:18,81.25,81.25,9.48,81,100
507,Callaway,US,46.98,-95.91,2019-06-05 23:11:18,84.2,77.0,3.36,29,1
508,Kavaratti,IN,10.57,72.64,2019-06-05 23:11:19,84.49,84.49,11.45,75,100
509,Komsomolskiy,RU,67.55,63.78,2019-06-05 23:11:20,29.23,29.23,6.91,87,100
510,Mocuba,MZ,-16.84,36.99,2019-06-05 23:11:20,60.55,60.55,1.74,95,0
511,Beringovskiy,RU,63.05,179.32,2019-06-05 23:11:21,53.17,53.17,8.88,62,100
512,Likasi,CD,-10.99,26.74,2019-06-05 23:11:22,53.89,53.89,3.62,77,0
513,Champerico,MX,16.38,-93.6,2019-06-05 23:11:22,82.4,82.4,11.41,65,90
514,Qinhuangdao,CN,39.94,119.59,2019-06-05 23:11:23,65.05,65.05,4.05,86,100
515,Port Macquarie,AU,-31.43,152.91,2019-06-05 23:11:24,60.01,50.0,5.82,71,1
516,Moose Factory,CA,51.26,-80.61,2019-06-05 23:11:24,44.6,44.6,16.11,81,1
517,Ouro Fino,BR,-22.28,-46.37,2019-06-05 23:11:25,52.99,52.99,6.11,91,25
518,Tyazhinskiy,RU,56.11,88.52,2019-06-05 23:11:26,59.65,59.65,6.93,59,57
519,Arona,IT,45.76,8.56,2019-06-05 23:11:26,72.0,55.99,8.05,52,40
520,Maragogi,BR,-9.01,-35.22,2019-06-05 23:08:40,73.33,73.33,2.66,93,19
521,Jawhar,IN,19.91,73.23,2019-06-05 23:11:27,81.61,81.61,4.23,85,29
522,Suntar,RU,62.16,117.65,2019-06-05 23:11:28,69.55,69.55,0.85,42,25
523,Ormara,PK,25.21,64.64,2019-06-05 23:11:29,90.61,90.61,4.68,22,10
524,Sao Felix do Xingu,BR,-6.64,-51.99,2019-06-05 23:11:29,73.69,73.69,3.49,78,25
525,Taebla,EE,58.95,23.74,2019-06-05 23:11:30,57.99,55.99,5.19,93,0
526,Yelets,RU,52.61,38.49,2019-06-05 23:11:30,56.23,56.23,3.76,84,0
527,Mon,IN,26.73,95.03,2019-06-05 23:11:31,77.83,77.83,2.21,82,32
528,Flinders,AU,-34.58,150.85,2019-06-05 23:11:32,55.99,46.4,8.05,65,0
529,Upata,VE,8.02,-62.41,2019-06-05 23:11:32,76.03,76.03,6.29,82,79
530,Sorong,ID,-0.86,131.25,2019-06-05 23:11:33,82.33,82.33,4.05,75,94
